,Artist Reputation,Height,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost
1750,0.69,14.0,Aluminium,5.37,13.91,No,No,No,Roadways,No,Working Class,Yes,298.54
1751,0.01,,Marble,4.28,12.03,No,No,No,,No,Working Class,,144.15
1752,0.18,57.0,Wood,6.09,22.09,No,Yes,No,Airways,No,Wealthy,Yes,251.43
1753,0.3,26.0,Marble,221.515,96.4,Yes,Yes,Yes,Airways,No,Wealthy,No,2621.29875
1754,0.86,16.0,,20.61,10.53,No,No,Yes,Roadways,No,Working Class,No,389.6
1755,,26.0,Brass,21.11,60.5,No,Yes,No,Airways,No,Working Class,,740.92
1756,0.42,6.0,Bronze,5.88,20.09,No,No,No,Roadways,No,Working Class,No,205.59
1757,0.33,4.0,Clay,5.06,20.08,No,Yes,No,Roadways,Yes,Wealthy,Yes,220.75
1758,0.16,25.0,Bronze,5.69,76.74,No,No,No,Roadways,No,Working Class,No,368.52
1759,0.83,15.0,Brass,31.11,86.26,No,Yes,Yes,Airways,No,Working Class,No,-1267.4912499999998
1760,0.75,46.0,Aluminium,3.51,14.74,Yes,Yes,No,Airways,No,Working Class,No,510.86
1761,0.26,21.0,Bronze,24.79,46.79,No,No,No,Roadways,No,Working Class,No,349.27
1762,0.68,17.0,Brass,6.24,19.75,No,Yes,No,Airways,No,Wealthy,No,617.86
1763,0.8,21.0,Aluminium,5.89,20.81,No,Yes,No,Airways,No,Wealthy,No,604.0
1764,0.63,30.0,Clay,15.02,10.29,Yes,No,Yes,Waterways,Yes,Working Class,No,386.95
1765,0.3,36.0,Bronze,68.51,74.32,No,Yes,No,Airways,No,Wealthy,No,1260.39
1766,0.22,42.0,Clay,28.39,44.96,No,No,No,Roadways,Yes,Working Class,No,404.05
1767,,20.0,Stone,221.515,86.43,Yes,No,No,Waterways,No,Wealthy,No,2621.29875
1768,0.22,22.0,Clay,7.12,20.36,No,No,Yes,Waterways,Yes,Working Class,No,-251.3
1769,0.47,11.0,Bronze,4.15,13.13,No,No,No,Roadways,No,Working Class,No,-179.33
1770,0.5,,Aluminium,4.54,21.85,Yes,No,No,,No,Working Class,No,-280.57
1771,0.33,4.0,Brass,4.29,17.04,No,No,No,Roadways,No,Working Class,No,144.57
1772,,42.0,Bronze,76.37,33.69,No,No,Yes,,No,Working Class,No,2621.29875
1773,0.71,30.0,Bronze,38.44,68.29,Yes,Yes,Yes,Airways,No,Wealthy,No,-1267.4912499999998
1774,0.22,27.0,Bronze,90.71,82.5,No,No,No,Airways,No,Working Class,No,1000.15
1775,0.53,8.0,Brass,5.55,10.15,No,Yes,Yes,Roadways,No,Wealthy,No,246.55
1776,0.59,34.0,,200.25,25.53,Yes,No,Yes,Roadways,No,Wealthy,No,1719.09
1777,0.44,34.0,Aluminium,4.89,12.61,Yes,Yes,Yes,Airways,No,Wealthy,No,392.35
1778,0.27,21.0,,4.03,24.9,No,No,No,,Yes,Working Class,No,219.35
1779,0.58,8.0,Stone,27.99,10.51,No,Yes,No,Roadways,No,Working Class,Yes,333.67
1780,0.66,16.0,Bronze,14.7,17.4,No,No,No,,No,Wealthy,No,335.97
1781,0.78,19.0,Marble,221.515,99.02,No,No,Yes,,No,Working Class,No,2621.29875
1782,0.55,3.0,Marble,5.43,13.43,No,Yes,No,Roadways,No,Working Class,,203.37
1783,0.21,7.0,Wood,3.75,22.68,Yes,No,No,Roadways,No,Working Class,No,172.41
1784,0.84,23.0,Clay,3.6,24.96,Yes,No,Yes,Waterways,Yes,Wealthy,No,892.59
1785,0.79,,Wood,5.95,22.3,No,Yes,Yes,Airways,No,Wealthy,No,698.4
1786,0.33,14.0,Bronze,8.1,16.17,No,No,Yes,Roadways,No,Wealthy,No,312.78
1787,,13.0,Clay,3.37,17.46,No,No,Yes,Waterways,Yes,Working Class,No,141.02
1788,,14.0,Stone,221.515,40.01,No,Yes,No,Roadways,No,Working Class,No,2621.29875
1789,,21.0,Clay,6.86,17.0,No,No,No,Airways,Yes,Working Class,No,307.26
1790,0.95,41.0,Stone,221.515,28.73,Yes,Yes,No,,No,Working Class,No,2621.29875
1791,0.44,17.0,Clay,4.45,13.72,Yes,No,No,Airways,Yes,Working Class,No,246.03
1792,0.24,16.0,Aluminium,5.58,22.69,Yes,No,No,Waterways,No,Working Class,No,182.26
1793,0.39,19.0,Clay,5.61,24.47,No,Yes,No,Roadways,Yes,Wealthy,No,323.91
1794,0.42,15.0,,35.81,76.37,Yes,Yes,Yes,Airways,No,Wealthy,No,1680.18
1795,0.01,7.0,Bronze,3.86,21.71,Yes,No,No,Waterways,No,Wealthy,Yes,164.36
1796,0.42,36.0,Aluminium,8.35,31.46,No,No,Yes,Waterways,No,Working Class,Yes,561.88
1797,0.61,31.0,Stone,221.515,45.19,Yes,Yes,Yes,,No,Wealthy,No,-1267.4912499999998
1798,0.58,10.0,Bronze,3.06,18.67,No,No,No,Roadways,No,Working Class,No,-215.68
1799,0.48,29.0,Brass,65.49,87.35,No,No,No,Roadways,No,Wealthy,No,1684.67
1800,0.78,26.0,Wood,5.29,11.41,No,No,Yes,Roadways,No,Wealthy,No,364.96
1801,0.08,24.0,Clay,6.45,23.37,Yes,No,No,Waterways,Yes,Working Class,Yes,180.31
1802,0.62,57.0,Clay,26.99,91.56,No,Yes,No,Airways,Yes,Working Class,No,2576.04
1803,0.54,15.0,Wood,6.08,22.1,Yes,No,Yes,,No,Working Class,Yes,423.0
1804,0.44,13.0,Bronze,5.56,21.89,Yes,Yes,No,Airways,No,Wealthy,No,339.93
1805,0.01,3.0,Bronze,5.93,17.51,Yes,Yes,No,,No,Working Class,,134.52
1806,0.65,15.0,Aluminium,5.35,24.71,No,No,Yes,Roadways,No,Wealthy,No,392.35
1807,0.28,48.0,Brass,221.515,38.89,No,No,No,Airways,No,Working Class,,2621.29875
1808,,22.0,Bronze,51.28,49.43,No,No,No,Roadways,No,Working Class,Yes,538.71
1809,0.55,16.0,Stone,169.88,81.47,No,No,No,Roadways,No,Working Class,No,1195.13
1810,0.39,19.0,Wood,3.19,22.75,Yes,No,Yes,Waterways,No,Working Class,No,257.37
1811,0.19,19.0,Brass,5.47,74.98,No,Yes,No,Airways,No,Working Class,Yes,512.85
1812,,15.0,Wood,6.97,19.52,No,No,No,,No,Wealthy,No,391.27
1813,0.72,19.0,,7.67,13.58,Yes,No,No,,No,Working Class,No,459.61
1814,0.42,47.0,Wood,6.77,19.84,Yes,No,No,Airways,No,Working Class,,302.94
1815,0.21,9.0,Marble,8.21,71.58,No,No,Yes,,No,Working Class,Yes,434.68
1816,0.49,12.0,,25.72,47.35,No,Yes,No,Airways,No,Working Class,Yes,680.85
1817,0.82,13.0,Wood,4.23,19.48,No,No,No,,No,Working Class,Yes,-432.85
1818,,22.0,Clay,6.97,18.19,No,Yes,No,,Yes,Wealthy,,382.53
1819,0.92,17.0,Aluminium,3.2,21.62,Yes,Yes,No,Airways,No,Working Class,No,588.37
1820,0.81,6.0,Marble,5.17,14.42,No,No,Yes,Roadways,No,Working Class,No,353.95
1821,0.87,19.0,Brass,16.9,15.37,No,Yes,No,Roadways,No,Wealthy,No,572.48
1822,0.28,24.0,Clay,3.47,18.83,No,No,Yes,Roadways,Yes,Working Class,,279.28
1823,0.47,17.0,Aluminium,5.38,18.98,Yes,No,No,Waterways,No,Working Class,No,238.88
1824,0.18,10.0,Brass,5.8,22.68,No,Yes,Yes,Roadways,No,Wealthy,,234.65
1825,0.93,9.0,Clay,3.72,14.45,No,Yes,Yes,Roadways,Yes,Wealthy,No,339.63
1826,0.13,29.0,Brass,14.34,65.75,No,No,No,Roadways,No,Working Class,Yes,-432.13
1827,0.51,43.0,Brass,210.69,82.72,No,No,No,,No,Working Class,No,1695.44
1828,0.81,33.0,Bronze,17.29,36.92,No,No,No,Roadways,No,Wealthy,,1556.79
1829,0.57,14.0,Brass,5.24,16.81,No,No,No,Roadways,No,Working Class,Yes,310.63
1830,0.12,23.0,Bronze,14.14,51.8,No,No,Yes,Roadways,No,Working Class,No,353.02
1831,0.4,30.0,Brass,42.12,80.53,No,Yes,No,,No,Wealthy,No,1410.05
1832,0.65,28.0,Aluminium,5.5,22.48,No,No,No,Roadways,No,Working Class,No,463.31
1833,0.19,26.0,,4.35,45.81,Yes,Yes,No,Airways,Yes,Working Class,No,437.38
1834,,16.0,Brass,18.31,13.32,No,No,No,,No,Working Class,No,274.74
1835,0.16,,,104.49,79.22,No,No,Yes,Waterways,No,Working Class,Yes,783.01
1836,0.52,15.0,Marble,95.72,32.69,No,Yes,No,Airways,No,Working Class,No,2492.03
1837,0.74,37.0,Wood,3.72,16.16,No,No,No,Roadways,No,Working Class,No,408.94
1838,0.38,5.0,Clay,4.95,19.84,No,No,Yes,Roadways,Yes,Working Class,No,188.55
1839,0.97,22.0,Bronze,33.02,55.94,Yes,No,No,Roadways,No,Working Class,No,2621.29875
1840,0.26,21.0,Stone,221.515,53.06,No,Yes,No,,No,Wealthy,No,2621.29875
1841,0.66,,Bronze,4.94,22.43,No,No,No,Roadways,No,Working Class,Yes,332.31
1842,0.98,41.0,Bronze,221.515,73.49,No,Yes,No,Roadways,No,Working Class,No,2621.29875
1843,0.02,11.0,Aluminium,3.75,12.34,No,No,Yes,Roadways,No,Working Class,No,110.69
1844,0.19,12.0,Marble,26.35,44.99,No,Yes,No,Roadways,No,Wealthy,Yes,442.49
1845,0.36,11.0,Aluminium,4.43,17.02,No,No,No,Roadways,No,Working Class,No,163.4
1846,0.09,8.0,Bronze,6.11,17.14,Yes,No,Yes,Airways,No,Working Class,No,157.78
1847,0.63,4.0,Stone,3.68,23.91,Yes,No,No,Waterways,No,Wealthy,No,298.07
1848,0.37,20.0,Brass,40.85,67.13,Yes,No,No,Airways,No,Working Class,No,774.86
1849,0.76,33.0,Aluminium,11.2,15.02,No,No,Yes,Airways,No,Wealthy,No,528.95
1850,,20.0,Aluminium,4.45,16.46,Yes,Yes,No,Airways,No,Working Class,No,163.05
1851,0.11,18.0,Clay,4.57,14.62,No,Yes,No,,Yes,Wealthy,No,181.63
1852,,,Stone,221.515,35.79,No,No,Yes,Roadways,No,Working Class,,2621.29875
1853,0.99,,Aluminium,6.95,17.39,No,Yes,No,Airways,No,Wealthy,Yes,1010.68
1854,0.47,10.0,Stone,28.91,42.46,Yes,No,No,Waterways,No,Working Class,No,410.11
1855,0.21,31.0,Marble,221.515,92.58,Yes,Yes,Yes,Airways,No,Wealthy,No,2621.29875
1856,0.64,17.0,Brass,8.26,90.67,No,Yes,No,Roadways,No,Working Class,No,-1267.4912499999998
1857,0.68,26.0,Wood,5.1,15.34,No,No,No,Waterways,No,Working Class,No,307.56
1858,,,Brass,6.46,22.19,Yes,No,Yes,,No,Working Class,,234.4
1859,0.17,15.0,Brass,11.56,13.42,Yes,No,No,,No,Working Class,No,147.74
1860,0.55,35.0,Marble,188.01,63.08,Yes,No,Yes,Airways,No,Working Class,No,1865.02
1861,0.41,32.0,Brass,83.81,76.09,Yes,No,No,Waterways,No,Working Class,No,1393.52
1862,0.7,29.0,Stone,221.515,74.21,No,Yes,No,Roadways,No,Working Class,Yes,2621.29875
1863,0.16,4.0,Marble,5.38,22.96,Yes,No,Yes,Waterways,No,Wealthy,No,239.57
1864,0.24,6.0,Bronze,3.64,18.81,No,Yes,No,Airways,No,Working Class,,176.98
1865,0.58,8.0,Bronze,5.24,17.09,No,Yes,No,Airways,No,Working Class,Yes,228.08
1866,0.86,19.0,Clay,6.14,14.94,No,No,Yes,Roadways,Yes,Working Class,No,658.62
1867,0.02,3.0,Stone,3.3,15.11,No,Yes,No,Roadways,No,Wealthy,No,216.13
1868,0.32,16.0,Wood,6.73,16.07,Yes,No,No,Waterways,No,Working Class,No,153.05
1869,0.89,19.0,Brass,30.07,80.13,No,Yes,No,,No,Wealthy,No,2284.92
1870,0.94,19.0,Stone,221.515,95.23,Yes,No,No,Airways,No,Working Class,No,2621.29875
1871,0.64,26.0,Wood,3.06,15.95,Yes,No,No,,No,Working Class,No,349.33
1872,0.71,22.0,Aluminium,6.0,23.91,No,Yes,Yes,Roadways,No,Wealthy,No,617.23
1873,,22.0,Bronze,25.35,41.08,No,No,No,Roadways,No,Wealthy,No,352.04
1874,0.61,14.0,,221.515,78.58,No,No,Yes,,No,Working Class,No,2621.29875
1875,0.49,8.0,Wood,6.44,23.44,No,No,Yes,Waterways,No,Working Class,No,265.56
1876,0.79,33.0,Wood,4.55,24.48,No,No,Yes,,No,Working Class,Yes,940.11
1877,0.82,15.0,Wood,4.02,24.83,Yes,No,No,Waterways,No,Wealthy,No,523.55
1878,0.42,37.0,Wood,5.43,18.45,Yes,Yes,No,Airways,No,Wealthy,No,277.98
1879,0.3,9.0,Brass,6.29,13.85,No,Yes,Yes,,No,Working Class,No,216.11
1880,0.13,30.0,Clay,25.88,93.12,No,Yes,No,Airways,Yes,Working Class,No,599.83
1881,0.03,49.0,Bronze,142.6,48.98,No,No,Yes,,No,Wealthy,No,555.37
1882,0.42,32.0,Brass,34.48,31.64,No,Yes,No,Airways,No,Wealthy,No,684.96
1883,0.64,18.0,Marble,221.515,50.73,Yes,Yes,No,,No,Wealthy,,2621.29875
1884,0.13,28.0,Wood,4.11,17.82,No,Yes,No,Roadways,No,Working Class,Yes,129.82
1885,0.57,13.0,Clay,5.41,17.31,No,No,No,Roadways,Yes,Working Class,No,275.27
1886,0.62,25.0,Brass,152.57,41.55,Yes,No,Yes,,No,Working Class,No,1081.6
1887,0.83,22.0,Aluminium,3.45,17.9,No,No,No,Roadways,No,Wealthy,No,544.25
1888,0.58,25.0,Bronze,44.31,92.31,No,No,Yes,,No,Working Class,No,1427.82
1889,0.81,13.0,Stone,221.515,86.13,No,Yes,No,Roadways,No,Working Class,,2621.29875
1890,0.66,27.0,Brass,209.03,96.5,No,No,No,Roadways,No,Working Class,No,2621.29875
1891,0.3,14.0,Bronze,5.69,14.47,Yes,No,No,Airways,No,Working Class,No,196.51
1892,0.42,42.0,Stone,221.515,96.97,Yes,No,No,Waterways,No,Working Class,No,-1267.4912499999998
1893,0.3,14.0,Stone,114.61,36.25,Yes,No,No,Waterways,No,Working Class,No,462.5
1894,0.59,16.0,,10.08,19.77,Yes,No,No,Airways,No,Working Class,,-380.91
1895,0.37,14.0,Clay,6.37,11.0,No,No,No,Roadways,Yes,Working Class,No,-174.79
1896,0.84,8.0,Wood,4.81,10.34,No,No,No,Roadways,No,Working Class,No,198.58
1897,0.63,12.0,Clay,4.15,12.98,No,Yes,No,Airways,Yes,Working Class,Yes,283.84
1898,0.55,3.0,Brass,4.2,11.14,No,Yes,Yes,Airways,No,Wealthy,No,201.16
1899,,25.0,Clay,5.42,14.72,No,No,No,Roadways,Yes,Working Class,No,121.27
1900,0.15,33.0,Bronze,21.63,75.42,Yes,No,Yes,Waterways,No,Working Class,No,531.38
1901,0.62,32.0,Brass,62.35,70.32,Yes,No,No,Waterways,No,Working Class,No,1917.62
1902,0.3,29.0,Stone,221.515,28.17,No,No,No,,No,Working Class,Yes,2621.29875
1903,0.34,29.0,Bronze,111.54,94.99,Yes,No,Yes,Waterways,No,Working Class,No,-1042.36
1904,0.69,34.0,Bronze,135.77,73.53,No,No,No,Roadways,No,Working Class,Yes,1950.24
1905,0.7,35.0,Brass,49.15,73.47,No,Yes,No,Roadways,No,Wealthy,No,2349.52
1906,0.06,22.0,Clay,4.22,18.29,No,Yes,Yes,Airways,Yes,Working Class,No,171.24
1907,0.29,28.0,Bronze,18.13,53.75,No,No,Yes,Airways,No,Working Class,,575.54
1908,0.34,26.0,,44.98,83.89,Yes,No,No,Waterways,No,Working Class,Yes,-788.82
1909,0.43,29.0,,6.89,20.55,No,No,No,Airways,No,Working Class,No,305.19
1910,0.56,4.0,Bronze,6.4,12.62,No,Yes,Yes,Roadways,No,Working Class,No,205.2
1911,0.11,40.0,Aluminium,3.01,14.52,No,No,No,Roadways,No,Working Class,No,126.48
1912,0.72,12.0,,5.33,12.1,No,Yes,No,Roadways,Yes,Working Class,No,304.66
1913,0.42,44.0,,221.515,29.37,No,No,Yes,Roadways,Yes,Working Class,No,2621.29875
1914,0.88,19.0,Marble,221.515,82.77,No,No,No,Waterways,No,Working Class,No,2621.29875
1915,,51.0,Bronze,221.515,80.95,Yes,No,Yes,Waterways,No,Working Class,,2621.29875
1916,0.55,7.0,Brass,3.22,19.98,No,No,Yes,,No,Working Class,,243.34
1917,0.13,30.0,Aluminium,4.72,22.93,Yes,Yes,No,,No,Working Class,No,184.26
1918,0.34,34.0,,221.515,98.98,No,Yes,No,Airways,No,Wealthy,No,2621.29875
1919,0.36,20.0,Marble,221.515,98.76,Yes,No,No,,No,Working Class,No,2621.29875
1920,0.37,30.0,Bronze,89.21,48.93,No,No,No,Roadways,No,Wealthy,Yes,-1244.76
1921,0.61,23.0,Stone,221.515,75.28,No,Yes,No,Airways,No,Working Class,No,2621.29875
1922,0.36,31.0,Bronze,11.52,95.32,Yes,No,Yes,Waterways,No,Working Class,No,861.14
1923,0.78,26.0,Clay,6.73,18.49,No,No,No,,Yes,Working Class,,651.77
1924,0.44,34.0,Aluminium,3.87,19.54,Yes,Yes,No,Airways,No,Working Class,No,279.66
1925,0.19,11.0,Clay,6.93,23.66,No,Yes,Yes,Roadways,Yes,Wealthy,Yes,269.41
1926,0.3,13.0,Brass,14.44,17.41,Yes,Yes,No,,No,Wealthy,Yes,344.13
1927,0.71,26.0,Marble,164.04,42.12,No,No,Yes,,No,Working Class,No,1891.75
1928,0.51,29.0,,11.45,20.82,Yes,No,Yes,,No,Working Class,No,-330.13
1929,0.67,7.0,,3.58,22.68,No,No,Yes,,No,Working Class,No,300.65
1930,0.16,,Stone,221.515,81.25,Yes,Yes,Yes,Airways,No,Working Class,No,2621.29875
1931,0.14,4.0,Aluminium,6.04,13.85,No,No,Yes,Roadways,No,Working Class,,120.84
1932,0.7,39.0,Bronze,44.45,77.44,Yes,Yes,No,Airways,No,Working Class,No,2591.52
1933,0.72,9.0,Stone,57.9,80.43,No,Yes,No,Airways,No,Wealthy,No,-1267.4912499999998
1934,0.9,16.0,Bronze,4.29,20.0,Yes,No,No,Waterways,No,Working Class,Yes,506.45
1935,0.88,34.0,Aluminium,3.78,23.65,No,No,No,Roadways,No,Working Class,Yes,1075.65
1936,0.22,11.0,Bronze,6.12,16.6,No,No,No,Waterways,No,Working Class,No,149.27
1937,0.06,28.0,Aluminium,8.1,20.34,No,No,No,Roadways,No,Working Class,No,144.64
1938,0.57,25.0,Brass,49.48,25.05,No,No,No,Roadways,No,Working Class,No,772.6
1939,0.89,40.0,Wood,3.02,19.53,No,No,No,Roadways,No,Working Class,No,848.55
1940,0.58,8.0,Aluminium,4.92,15.85,No,No,Yes,Roadways,No,Wealthy,,207.53
1941,,4.0,Stone,6.18,22.23,No,No,No,Airways,No,Working Class,Yes,526.64
1942,0.16,24.0,Brass,92.22,81.11,Yes,Yes,No,,No,Wealthy,Yes,1487.06
1943,0.08,8.0,Marble,8.46,19.09,No,Yes,No,Airways,No,Wealthy,No,227.89
1944,0.59,3.0,Brass,6.02,22.47,No,No,Yes,Roadways,No,Working Class,No,283.6
1945,0.1,17.0,Aluminium,5.54,14.7,No,No,No,Roadways,No,Working Class,No,111.79
1946,0.86,13.0,Aluminium,3.72,15.3,No,No,No,Roadways,No,Working Class,No,289.43
1947,0.33,8.0,Bronze,6.24,23.6,No,No,Yes,Roadways,No,Working Class,No,220.2
1948,0.11,15.0,Brass,5.07,57.29,No,No,No,Waterways,No,Working Class,No,301.55
1949,0.61,9.0,Marble,18.95,15.23,No,Yes,No,Airways,No,Working Class,No,326.27
1950,0.38,23.0,Wood,3.6,21.46,No,No,No,Waterways,No,Wealthy,Yes,246.35
1951,0.18,5.0,Bronze,5.95,13.71,No,Yes,No,,No,Wealthy,Yes,189.35
1952,0.18,15.0,Aluminium,6.14,12.49,Yes,No,No,,No,Working Class,No,128.7
1953,,14.0,Wood,6.42,13.76,Yes,No,No,Waterways,No,Working Class,Yes,-326.91
1954,,,Clay,6.67,17.29,No,No,Yes,,Yes,Working Class,No,355.04
1955,0.52,25.0,Wood,6.47,11.07,No,No,Yes,Roadways,No,Working Class,No,283.19
1956,0.65,31.0,Wood,5.71,17.31,Yes,No,Yes,Waterways,No,Working Class,No,423.08
1957,0.8,35.0,Clay,52.99,48.77,No,Yes,No,Airways,Yes,Wealthy,Yes,2621.29875
1958,,4.0,Bronze,6.44,14.8,Yes,No,No,Airways,No,Working Class,No,458.89
1959,0.45,25.0,Wood,3.96,23.85,No,No,No,Waterways,No,Working Class,No,224.14
1960,,,Brass,4.16,14.96,No,No,No,Roadways,No,Wealthy,,162.59
1961,0.17,11.0,,5.74,23.31,No,Yes,Yes,,No,Working Class,No,225.18
1962,0.11,31.0,,11.95,56.02,Yes,Yes,Yes,Airways,No,Wealthy,Yes,488.8
1963,,16.0,Brass,9.15,15.58,Yes,No,No,Waterways,No,Working Class,,2469.49
1964,0.48,23.0,Brass,170.73,59.27,No,No,No,Roadways,No,Working Class,No,1002.89
1965,0.44,36.0,Aluminium,6.68,21.13,No,No,No,Waterways,No,Working Class,No,284.47
1966,0.57,18.0,Stone,221.515,75.14,Yes,Yes,No,Airways,No,Working Class,No,2175.6
1967,0.11,19.0,Bronze,7.1,82.84,No,Yes,No,Roadways,No,Wealthy,No,-425.64
1968,0.5,12.0,Marble,171.16,43.47,Yes,No,No,Airways,No,Wealthy,No,946.72
1969,0.26,17.0,Brass,13.91,16.27,Yes,Yes,No,Airways,No,Working Class,No,-283.29
1970,,21.0,,3.19,15.0,No,No,No,Airways,No,Wealthy,No,171.86
1971,0.61,21.0,Aluminium,8.43,15.02,Yes,No,Yes,Waterways,No,Working Class,No,602.51
1972,0.55,11.0,Stone,118.49,47.2,Yes,No,No,Waterways,No,Working Class,No,760.32
1973,0.37,25.0,Aluminium,6.66,23.99,Yes,No,No,Airways,No,Working Class,No,310.45
1974,0.7,19.0,Wood,3.33,11.3,No,No,Yes,Roadways,No,Working Class,,251.14
1975,0.51,17.0,Aluminium,5.84,20.28,No,No,Yes,Roadways,No,Working Class,No,280.67
1976,0.56,21.0,Wood,3.04,22.96,No,No,Yes,Roadways,No,Working Class,No,-343.24
1977,0.91,57.0,Bronze,183.47,49.01,No,No,No,Airways,Yes,Working Class,No,2621.29875
1978,0.74,6.0,Aluminium,6.26,13.7,No,No,Yes,Roadways,No,Working Class,Yes,290.17
1979,0.52,3.0,Clay,6.36,21.08,Yes,No,No,Roadways,Yes,Working Class,No,242.38
1980,0.25,19.0,Clay,7.03,21.38,No,Yes,No,Roadways,Yes,Working Class,No,217.79
1981,,9.0,Stone,76.13,92.16,No,No,No,,No,Working Class,No,2317.46
1982,0.44,15.0,Brass,3.78,15.68,No,No,No,Airways,No,Working Class,No,243.57
1983,0.32,11.0,Brass,5.73,22.12,Yes,No,No,Waterways,No,Wealthy,No,228.45
1984,0.7,22.0,Wood,6.22,10.68,Yes,No,No,Airways,No,Working Class,No,309.72
1985,0.82,,Bronze,221.515,52.13,No,No,No,,No,Working Class,No,2621.29875
1986,0.07,4.0,Wood,3.86,11.24,No,No,Yes,Waterways,No,Working Class,No,86.07
1987,,35.0,Marble,221.515,96.08,No,Yes,No,Airways,No,Working Class,Yes,2038.3
1988,0.31,18.0,Marble,221.515,29.88,No,Yes,Yes,,No,Working Class,No,2621.29875
1989,0.51,9.0,Marble,25.66,75.69,Yes,No,No,Waterways,No,Working Class,Yes,755.57
1990,0.83,20.0,Clay,3.35,23.23,No,Yes,No,,Yes,Working Class,Yes,762.81
1991,,14.0,Bronze,6.1,12.23,No,No,No,,No,Wealthy,Yes,182.2
1992,0.37,24.0,Wood,3.45,17.87,Yes,Yes,Yes,Airways,No,Working Class,Yes,226.71
1993,0.59,23.0,Wood,6.82,10.37,No,No,Yes,,No,Working Class,No,278.03
1994,0.86,9.0,Aluminium,5.72,17.29,No,No,No,Roadways,No,Wealthy,No,343.82
1995,0.45,37.0,Aluminium,8.08,11.5,No,Yes,No,Airways,No,Working Class,Yes,319.67
1996,0.99,19.0,Brass,41.7,24.14,Yes,No,Yes,Waterways,No,Wealthy,No,1677.39
1997,0.42,,,78.41,32.44,Yes,No,Yes,,No,Working Class,No,998.63
1998,0.04,5.0,Stone,3.27,11.92,No,No,No,Roadways,No,Working Class,,155.96
1999,0.14,24.0,Wood,3.22,10.9,Yes,Yes,No,,No,Working Class,No,127.98
2000,0.06,43.0,Brass,14.34,48.83,No,No,No,Roadways,No,Working Class,No,371.15
2001,0.06,12.0,Brass,6.58,23.56,No,No,No,Roadways,No,Working Class,No,-164.67
2002,0.54,39.0,Brass,221.515,42.3,No,No,Yes,,No,Working Class,No,2621.29875
2003,0.72,12.0,Wood,5.19,16.33,No,No,No,Roadways,No,Wealthy,No,355.84
2004,0.58,3.0,,6.45,24.94,No,No,Yes,Waterways,No,Working Class,No,272.06
2005,0.36,37.0,,122.93,64.85,Yes,No,Yes,Waterways,No,Working Class,No,1044.03
2006,,21.0,Bronze,30.06,22.88,Yes,Yes,No,,No,Wealthy,Yes,791.91
2007,0.63,43.0,Clay,73.52,44.22,No,No,Yes,,Yes,Working Class,No,2621.29875
2008,0.26,21.0,Brass,88.16,33.96,No,No,No,,No,Wealthy,No,732.35
2009,0.4,41.0,,221.515,85.05,No,Yes,Yes,Airways,Yes,Working Class,No,2621.29875
2010,0.27,11.0,Stone,104.14,90.4,No,Yes,No,Airways,No,Wealthy,No,963.44
2011,0.51,35.0,,221.515,32.58,No,No,No,,No,Working Class,,1137.53
2012,0.97,30.0,Wood,3.59,17.54,No,No,Yes,Roadways,No,Working Class,No,831.52
2013,0.22,45.0,Brass,210.22,27.15,Yes,No,No,Waterways,No,Working Class,Yes,618.65
2014,0.13,16.0,Brass,11.97,18.72,No,No,No,Roadways,No,Working Class,No,158.45
2015,0.49,24.0,Bronze,16.43,19.31,Yes,Yes,Yes,Airways,No,Working Class,No,442.48
2016,,27.0,Brass,32.92,92.78,Yes,Yes,No,Airways,No,Working Class,No,965.19
2017,0.17,36.0,Stone,221.515,73.43,Yes,No,Yes,Airways,No,Working Class,No,2621.29875
2018,0.97,29.0,Bronze,132.65,62.64,Yes,Yes,No,Airways,No,Working Class,No,2621.29875
2019,0.53,36.0,Wood,4.64,19.75,Yes,No,No,Waterways,No,Wealthy,No,354.88
2020,0.18,39.0,Bronze,84.26,74.78,No,No,Yes,Waterways,No,Wealthy,No,833.5
2021,0.21,21.0,Clay,5.0,16.4,No,No,No,Airways,Yes,Working Class,No,154.43
2022,0.32,32.0,Marble,221.515,69.59,No,Yes,No,Airways,No,Wealthy,Yes,2621.29875
2023,0.02,30.0,Stone,221.515,42.73,No,Yes,Yes,Airways,No,Wealthy,No,2621.29875
2024,0.75,7.0,Marble,13.96,19.46,Yes,No,No,Roadways,No,Wealthy,No,386.26
2025,0.65,12.0,Bronze,6.99,10.95,No,No,Yes,Waterways,No,Working Class,No,327.47
2026,0.57,41.0,Aluminium,24.82,20.96,Yes,No,Yes,Airways,No,Wealthy,No,665.48
2027,0.07,13.0,Stone,91.41,33.81,No,No,Yes,Roadways,No,Working Class,No,637.4
2028,0.58,23.0,Brass,71.1,37.27,No,Yes,No,Airways,No,Working Class,No,1793.5
2029,0.14,4.0,,6.23,23.51,Yes,No,No,,No,Working Class,No,190.43
2030,0.71,47.0,Wood,3.34,24.92,No,No,Yes,Roadways,No,Working Class,No,731.9
2031,0.17,33.0,Brass,13.38,28.93,No,Yes,No,Roadways,No,Working Class,No,609.97
2032,,47.0,,221.515,59.69,No,No,No,Roadways,Yes,Working Class,No,2621.29875
2033,,27.0,Marble,221.515,50.19,No,Yes,No,Airways,No,Working Class,No,2621.29875
